path_a,split_a,class_a,path_b,split_b,class_b,phash_distance
Train/Normal/cat_0_1146.jpg,Train,Normal,Validation/Normal/cat_0_9851.jpg,Validation,Normal,12
Train/Normal/cat_0_1110.jpg,Train,Normal,Validation/Cataract/cat_0_9537.jpg,Validation,Cataract,12
Train/Normal/cat_0_1085.jpg,Train,Normal,Validation/Normal/cat_0_4516.jpg,Validation,Normal,12
Train/Normal/cat_0_1247.jpg,Train,Normal,Validation/Cataract/cat_0_7978.jpg,Validation,Cataract,12
Train/Normal/cat_0_1336.jpg,Train,Normal,Validation/Normal/cat_0_1869.jpg,Validation,Normal,12
Train/Normal/cat_0_1193.jpg,Train,Normal,Validation/Normal/cat_0_7334.jpg,Validation,Normal,12
Train/Normal/cat_0_1233.jpg,Train,Normal,Validation/Normal/cat_0_8299.jpg,Validation,Normal,12
Train/Normal/cat_0_139.jpg,Train,Normal,Validation/Normal/cat_0_2492.jpg,Validation,Normal,12
Train/Normal/cat_0_1467.jpg,Train,Normal,Validation/Normal/cat_0_8551.jpg,Validation,Normal,12
Train/Normal/cat_0_1474.jpg,Train,Normal,Validation/Normal/cat_0_9851.jpg,Validation,Normal,12
Train/Normal/cat_0_1407.jpg,Train,Normal,Validation/Normal/cat_0_9972.jpg,Validation,Normal,12
Train/Normal/cat_0_1464.jpg,Train,Normal,Validation/Normal/cat_0_6041.jpg,Validation,Normal,10
Train/Normal/cat_0_1350.jpg,Train,Normal,Validation/Normal/cat_0_6509.jpg,Validation,Normal,10
Train/Normal/cat_0_265.jpg,Train,Normal,Validation/Normal/cat_0_9657.jpg,Validation,Normal,10
Train/Normal/cat_0_346.jpg,Train,Normal,Validation/Normal/cat_0_1719.jpg,Validation,Normal,12
Train/Normal/cat_0_379.jpg,Train,Normal,Validation/Not Eye/4c0e6406cd.jpg,Validation,Not Eye,10
Train/Not Eye/60c3bd8f1c.jpg,Train,Not Eye,Validation/Not Eye/6db125270c.jpg,Validation,Not Eye,12
Train/Not Eye/6b52791ff7.jpg,Train,Not Eye,Validation/Not Eye/1fa7404c7f.jpg,Validation,Not Eye,12
Train/Not Eye/6b52791ff7.jpg,Train,Not Eye,Validation/Not Eye/8de570fe3d.jpg,Validation,Not Eye,12
Train/Not Eye/6f2f154feb.jpg,Train,Not Eye,Validation/Normal/cat_0_4344.jpg,Validation,Normal,12
Train/Not Eye/7b339108cf.jpg,Train,Not Eye,Validation/Not Eye/2f2f55df75.jpg,Validation,Not Eye,12
Train/Not Eye/7b339108cf.jpg,Train,Not Eye,Validation/Not Eye/8aa5c06d27.jpg,Validation,Not Eye,12
Train/Not Eye/84fca8a288.jpg,Train,Not Eye,Validation/Normal/cat_0_8873.jpg,Validation,Normal,12
Train/Not Eye/8fbbb9f39c.jpg,Train,Not Eye,Validation/Not Eye/1b478b0569.jpg,Validation,Not Eye,12
Train/Not Eye/8fbbb9f39c.jpg,Train,Not Eye,Validation/Not Eye/7cae18f93c.jpg,Validation,Not Eye,12
Train/Not Eye/8fca9cc4f8.jpg,Train,Not Eye,Validation/Cataract/cat_0_5135.jpg,Validation,Cataract,12
Train/Not Eye/9b8ab3b710.jpg,Train,Not Eye,Validation/Cataract/cat_0_365.jpg,Validation,Cataract,12
Train/Not Eye/9cc9408339.jpg,Train,Not Eye,Validation/Cataract/cat_0_4588.jpg,Validation,Cataract,12
Train/Not Eye/9c7feeacfa.jpg,Train,Not Eye,Validation/Not Eye/22e28ce6fa.jpg,Validation,Not Eye,12
Train/Not Eye/05af7f1839.jpg,Train,Not Eye,Validation/Cataract/cat_0_1929.jpg,Validation,Cataract,12
Train/Not Eye/04bb331fde.jpg,Train,Not Eye,Validation/Not Eye/1b4b8c3cc3.jpg,Validation,Not Eye,10
Train/Not Eye/14d717de86.jpg,Train,Not Eye,Validation/Normal/cat_0_8445.jpg,Validation,Normal,12
Train/Not Eye/21bda167f0.jpg,Train,Not Eye,Validation/Cataract/cat_0_5811.jpg,Validation,Cataract,12
Train/Not Eye/21bda167f0.jpg,Train,Not Eye,Validation/Not Eye/07e5754946.jpg,Validation,Not Eye,12
Train/Not Eye/20c9f27136.jpg,Train,Not Eye,Validation/Not Eye/6db125270c.jpg,Validation,Not Eye,12
Train/Not Eye/25fa0b96dc.jpg,Train,Not Eye,Validation/Not Eye/6e7f3f72d1.jpg,Validation,Not Eye,12
Train/Not Eye/34b82df490.jpg,Train,Not Eye,Validation/Not Eye/2bcf427424.jpg,Validation,Not Eye,10
Train/Not Eye/34b82df490.jpg,Train,Not Eye,Validation/Not Eye/7bdfe4bb28.jpg,Validation,Not Eye,10
Train/Not Eye/31dee7bbe6.jpg,Train,Not Eye,Validation/Not Eye/0da57d1b03.jpg,Validation,Not Eye,12
Train/Not Eye/36ad77e8b4.jpg,Train,Not Eye,Validation/Normal/cat_0_1788.jpg,Validation,Normal,12
Train/Not Eye/3b2081eeb1.jpg,Train,Not Eye,Validation/Not Eye/4a78619b2a.jpg,Validation,Not Eye,12
Train/Not Eye/3c22b84dd9.jpg,Train,Not Eye,Validation/Not Eye/2cf21d246f.jpg,Validation,Not Eye,12
Train/Not Eye/41d1af3d82.jpg,Train,Not Eye,Validation/Cataract/cat_0_6596.jpg,Validation,Cataract,12
Train/Not Eye/4b092097f1.jpg,Train,Not Eye,Validation/Cataract/cat_0_4588.jpg,Validation,Cataract,12
Train/Not Eye/4d14f4450e.jpg,Train,Not Eye,Validation/Not Eye/06d2073358.jpg,Validation,Not Eye,10
Train/Not Eye/4d14f4450e.jpg,Train,Not Eye,Validation/Not Eye/6e04e0d816.jpg,Validation,Not Eye,10
Train/Not Eye/5b489b49c5.jpg,Train,Not Eye,Validation/Cataract/cat_0_1929.jpg,Validation,Cataract,12
Train/Not Eye/03c77ada4d.jpg,Train,Not Eye,Validation/Not Eye/2cf21d246f.jpg,Validation,Not Eye,12
Train/Not Eye/0d17b0ce13.jpg,Train,Not Eye,Validation/Not Eye/37cdce03b6.jpg,Validation,Not Eye,12
Train/Not Eye/1b5c37a3e8.jpg,Train,Not Eye,Validation/Not Eye/0fd5a0b47b.jpg,Validation,Not Eye,12
Train/Not Eye/1d86e64250.jpg,Train,Not Eye,Validation/Not Eye/0fa205266b.jpg,Validation,Not Eye,12
Train/Not Eye/2c6a595231.jpg,Train,Not Eye,Validation/Not Eye/4b82bdbdc1.jpg,Validation,Not Eye,12
Train/Cataract/cat_0_6471.jpg,Train,Cataract,Test/Cataract/cat_0_7710.jpg,Test,Cataract,12
Train/Cataract/cat_0_6679.jpg,Train,Cataract,Test/Cataract/cat_0_5886.jpg,Test,Cataract,12
Train/Cataract/cat_0_6663.jpg,Train,Cataract,Test/Not Eye/03b0fedc34.jpg,Test,Not Eye,12
Train/Cataract/cat_0_6663.jpg,Train,Cataract,Test/Not Eye/2f072aa30b.jpg,Test,Not Eye,12
Train/Cataract/cat_0_6892.jpg,Train,Cataract,Test/Cataract/cat_0_7529.jpg,Test,Cataract,12
Train/Cataract/cat_0_6875.jpg,Train,Cataract,Test/Normal/cat_0_6139.jpg,Test,Normal,12
Train/Cataract/cat_0_6956.jpg,Train,Cataract,Test/Cataract/cat_0_8831.jpg,Test,Cataract,8
Train/Cataract/cat_0_6979.jpg,Train,Cataract,Test/Cataract/cat_0_6674.jpg,Test,Cataract,10
Train/Cataract/cat_0_7220.jpg,Train,Cataract,Test/Cataract/cat_0_1903.jpg,Test,Cataract,12
Train/Cataract/cat_0_7258.jpg,Train,Cataract,Test/Cataract/cat_0_3218.jpg,Test,Cataract,12
Train/Cataract/cat_0_7230.jpg,Train,Cataract,Test/Normal/cat_0_9015.jpg,Test,Normal,12
Train/Cataract/cat_0_7383.jpg,Train,Cataract,Test/Cataract/cat_0_5727.jpg,Test,Cataract,12
Train/Cataract/cat_0_7359.jpg,Train,Cataract,Test/Normal/cat_0_4358.jpg,Test,Normal,12
Train/Cataract/cat_0_7304.jpg,Train,Cataract,Test/Cataract/cat_0_5809.jpg,Test,Cataract,12
Train/Cataract/cat_0_7459.jpg,Train,Cataract,Test/Cataract/cat_0_8785.jpg,Test,Cataract,12
Train/Cataract/cat_0_7543.jpg,Train,Cataract,Test/Normal/cat_0_5541.jpg,Test,Normal,12
Train/Cataract/cat_0_7543.jpg,Train,Cataract,Test/Normal/cat_0_8359.jpg,Test,Normal,12
Train/Cataract/cat_0_7721.jpg,Train,Cataract,Test/Normal/cat_0_5238.jpg,Test,Normal,12
Train/Cataract/cat_0_7899.jpg,Train,Cataract,Test/Cataract/cat_0_2232.jpg,Test,Cataract,10
Train/Cataract/cat_0_8103.jpg,Train,Cataract,Test/Normal/cat_0_7511.jpg,Test,Normal,12
Train/Cataract/cat_0_8100.jpg,Train,Cataract,Test/Not Eye/6cb6e7b42f.jpg,Test,Not Eye,12
Train/Cataract/cat_0_8096.jpg,Train,Cataract,Test/Cataract/cat_0_4378.jpg,Test,Cataract,12
Train/Cataract/cat_0_8059.jpg,Train,Cataract,Test/Cataract/cat_0_3135.jpg,Test,Cataract,12
Train/Cataract/cat_0_8087.jpg,Train,Cataract,Test/Cataract/cat_0_3700.jpg,Test,Cataract,12
Train/Cataract/cat_0_8019.jpg,Train,Cataract,Test/Cataract/cat_0_6844.jpg,Test,Cataract,10
Train/Cataract/cat_0_8166.jpg,Train,Cataract,Test/Cataract/cat_0_6963.jpg,Test,Cataract,8
Train/Cataract/cat_0_8253.jpg,Train,Cataract,Test/Normal/cat_0_7291.jpg,Test,Normal,12
Train/Cataract/cat_0_8523.jpg,Train,Cataract,Test/Cataract/cat_0_6232.jpg,Test,Cataract,12
Train/Cataract/cat_0_8703.jpg,Train,Cataract,Test/Normal/cat_0_4552.jpg,Test,Normal,12
Train/Cataract/cat_0_8722.jpg,Train,Cataract,Test/Cataract/cat_0_3406.jpg,Test,Cataract,12
Train/Cataract/cat_0_8865.jpg,Train,Cataract,Test/Normal/cat_0_1641.jpg,Test,Normal,12
Train/Cataract/cat_0_8775.jpg,Train,Cataract,Test/Cataract/cat_0_9736.jpg,Test,Cataract,8
Train/Cataract/cat_0_8832.jpg,Train,Cataract,Test/Cataract/cat_0_5996.jpg,Test,Cataract,12
Train/Cataract/cat_0_8778.jpg,Train,Cataract,Test/Cataract/cat_0_9935.jpg,Test,Cataract,10
Train/Cataract/cat_0_8911.jpg,Train,Cataract,Test/Cataract/cat_0_3609.jpg,Test,Cataract,12
Train/Cataract/cat_0_9189.jpg,Train,Cataract,Test/Cataract/cat_0_2410.jpg,Test,Cataract,12
Train/Cataract/cat_0_9226.jpg,Train,Cataract,Test/Cataract/cat_0_4922.jpg,Test,Cataract,12
Train/Cataract/cat_0_9290.jpg,Train,Cataract,Test/Cataract/cat_0_3247.jpg,Test,Cataract,12
Train/Cataract/cat_0_9404.jpg,Train,Cataract,Test/Cataract/cat_0_5868.jpg,Test,Cataract,12
Train/Cataract/cat_0_9627.jpg,Train,Cataract,Test/Cataract/cat_0_8257.jpg,Test,Cataract,12
Train/Cataract/cat_0_9589.jpg,Train,Cataract,Test/Cataract/cat_0_5313.jpg,Test,Cataract,12
Train/Cataract/cat_0_9735.jpg,Train,Cataract,Test/Cataract/cat_0_4267.jpg,Test,Cataract,10
Train/Cataract/cat_0_9653.jpg,Train,Cataract,Test/Normal/cat_0_7130.jpg,Test,Normal,12
Train/Cataract/cat_0_9684.jpg,Train,Cataract,Test/Cataract/cat_0_9302.jpg,Test,Cataract,12
Train/Cataract/cat_0_9759.jpg,Train,Cataract,Test/Normal/cat_0_5141.jpg,Test,Normal,12
Train/Cataract/cat_0_9885.jpg,Train,Cataract,Test/Normal/cat_0_3384.jpg,Test,Normal,12
Train/Cataract/cat_0_9929.jpg,Train,Cataract,Test/Normal/cat_0_4716.jpg,Test,Normal,12
Train/Cataract/cat_0_9853.jpg,Train,Cataract,Test/Normal/cat_0_7511.jpg,Test,Normal,12
Train/Cataract/cat_0_3162.jpg,Train,Cataract,Test/Normal/cat_0_6139.jpg,Test,Normal,12
Train/Cataract/cat_0_3543.jpg,Train,Cataract,Test/Cataract/cat_0_9811.jpg,Test,Cataract,12
Train/Cataract/cat_0_3334.jpg,Train,Cataract,Test/Normal/cat_0_300.jpg,Test,Normal,12
Train/Cataract/cat_0_3505.jpg,Train,Cataract,Test/Cataract/cat_0_8257.jpg,Test,Cataract,12
Train/Cataract/cat_0_3520.jpg,Train,Cataract,Test/Cataract/cat_0_6556.jpg,Test,Cataract,12
Train/Cataract/cat_0_3709.jpg,Train,Cataract,Test/Normal/cat_0_1005.jpg,Test,Normal,12
Train/Cataract/cat_0_3586.jpg,Train,Cataract,Test/Normal/cat_0_620.jpg,Test,Normal,12
Train/Cataract/cat_0_3702.jpg,Train,Cataract,Test/Normal/cat_0_3049.jpg,Test,Normal,12
Train/Cataract/cat_0_3590.jpg,Train,Cataract,Test/Cataract/cat_0_6062.jpg,Test,Cataract,12
Train/Cataract/cat_0_3688.jpg,Train,Cataract,Test/Cataract/cat_0_4321.jpg,Test,Cataract,8
Train/Cataract/cat_0_3949.jpg,Train,Cataract,Test/Cataract/cat_0_8984.jpg,Test,Cataract,12
Train/Cataract/cat_0_3931.jpg,Train,Cataract,Test/Cataract/cat_0_2232.jpg,Test,Cataract,12
Train/Cataract/cat_0_4028.jpg,Train,Cataract,Test/Cataract/cat_0_3639.jpg,Test,Cataract,12
Train/Cataract/cat_0_3966.jpg,Train,Cataract,Test/Not Eye/2fdc85da47.jpg,Test,Not Eye,12
Train/Cataract/cat_0_4041.jpg,Train,Cataract,Test/Not Eye/48c588fa18.jpg,Test,Not Eye,12
Train/Cataract/cat_0_4203.jpg,Train,Cataract,Test/Normal/cat_0_6918.jpg,Test,Normal,12
Train/Cataract/cat_0_4251.jpg,Train,Cataract,Test/Normal/cat_0_5666.jpg,Test,Normal,12
Train/Cataract/cat_0_4488.jpg,Train,Cataract,Test/Cataract/cat_0_5720.jpg,Test,Cataract,10
Train/Cataract/cat_0_4429.jpg,Train,Cataract,Test/Normal/cat_0_7540.jpg,Test,Normal,12
Train/Cataract/cat_0_4577.jpg,Train,Cataract,Test/Normal/cat_0_5225.jpg,Test,Normal,12
Train/Cataract/cat_0_4433.jpg,Train,Cataract,Test/Normal/cat_0_5020.jpg,Test,Normal,10
Train/Cataract/cat_0_4629.jpg,Train,Cataract,Test/Cataract/cat_0_1214.jpg,Test,Cataract,12
Train/Cataract/cat_0_4691.jpg,Train,Cataract,Test/Normal/cat_0_9912.jpg,Test,Normal,12
Train/Cataract/cat_0_4805.jpg,Train,Cataract,Test/Cataract/cat_0_211.jpg,Test,Cataract,12
Train/Cataract/cat_0_4805.jpg,Train,Cataract,Test/Cataract/cat_0_1683.jpg,Test,Cataract,12
Train/Cataract/cat_0_5260.jpg,Train,Cataract,Test/Cataract/cat_0_1468.jpg,Test,Cataract,12
Train/Cataract/cat_0_5294.jpg,Train,Cataract,Test/Not Eye/33e8639efd.jpg,Test,Not Eye,12
Train/Cataract/cat_0_5228.jpg,Train,Cataract,Test/Cataract/cat_0_1727.jpg,Test,Cataract,12
Train/Cataract/cat_0_5219.jpg,Train,Cataract,Test/Normal/cat_0_2799.jpg,Test,Normal,12
Train/Cataract/cat_0_5234.jpg,Train,Cataract,Test/Cataract/cat_0_9227.jpg,Test,Cataract,10
Train/Cataract/cat_0_5352.jpg,Train,Cataract,Test/Normal/cat_0_6436.jpg,Test,Normal,10
Train/Cataract/cat_0_5744.jpg,Train,Cataract,Test/Normal/cat_0_1638.jpg,Test,Normal,10
Train/Cataract/cat_0_5782.jpg,Train,Cataract,Test/Cataract/cat_0_6739.jpg,Test,Cataract,12
Train/Cataract/cat_0_5774.jpg,Train,Cataract,Test/Normal/cat_0_5293.jpg,Test,Normal,12
Train/Cataract/cat_0_6086.jpg,Train,Cataract,Test/Cataract/cat_0_7876.jpg,Test,Cataract,8
Train/Cataract/cat_0_6208.jpg,Train,Cataract,Test/Cataract/cat_0_5534.jpg,Test,Cataract,12
Train/Cataract/cat_0_6261.jpg,Train,Cataract,Test/Cataract/cat_0_4857.jpg,Test,Cataract,12
Train/Cataract/cat_0_6382.jpg,Train,Cataract,Test/Cataract/cat_0_8288.jpg,Test,Cataract,12
Train/Cataract/cat_0_6455.jpg,Train,Cataract,Test/Cataract/cat_0_1718.jpg,Test,Cataract,10
Train/Cataract/cat_0_1235.jpg,Train,Cataract,Test/Cataract/cat_0_3638.jpg,Test,Cataract,12
Train/Cataract/cat_0_1450.jpg,Train,Cataract,Test/Not Eye/33ba3f2bfb.jpg,Test,Not Eye,10
Train/Cataract/cat_0_137.jpg,Train,Cataract,Test/Not Eye/1e437595e6.jpg,Test,Not Eye,12
Train/Cataract/cat_0_129.jpg,Train,Cataract,Test/Cataract/cat_0_5131.jpg,Test,Cataract,12
Train/Cataract/cat_0_1564.jpg,Train,Cataract,Test/Cataract/cat_0_9913.jpg,Test,Cataract,12
Train/Cataract/cat_0_1522.jpg,Train,Cataract,Test/Cataract/cat_0_9736.jpg,Test,Cataract,8
Train/Cataract/cat_0_207.jpg,Train,Cataract,Test/Not Eye/240b4ed5ef.jpg,Test,Not Eye,12
Train/Cataract/cat_0_1662.jpg,Train,Cataract,Test/Cataract/cat_0_2775.jpg,Test,Cataract,12
Train/Cataract/cat_0_1674.jpg,Train,Cataract,Test/Normal/cat_0_3049.jpg,Test,Normal,12
Train/Cataract/cat_0_219.jpg,Train,Cataract,Test/Cataract/cat_0_9719.jpg,Test,Cataract,10
Train/Cataract/cat_0_298.jpg,Train,Cataract,Test/Normal/cat_0_1414.jpg,Test,Normal,12
Train/Cataract/cat_0_243.jpg,Train,Cataract,Test/Normal/cat_0_1005.jpg,Test,Normal,12
Train/Cataract/cat_0_458.jpg,Train,Cataract,Test/Normal/cat_0_9479.jpg,Test,Normal,12
Train/Cataract/cat_0_583.jpg,Train,Cataract,Test/Normal/cat_0_6918.jpg,Test,Normal,12
Train/Cataract/cat_0_610.jpg,Train,Cataract,Test/Cataract/cat_0_7374.jpg,Test,Cataract,12
Train/Cataract/cat_0_819.jpg,Train,Cataract,Test/Normal/cat_0_4412.jpg,Test,Normal,12
Train/Cataract/cat_0_677.jpg,Train,Cataract,Test/Cataract/cat_0_1483.jpg,Test,Cataract,12
Train/Cataract/cat_0_931.jpg,Train,Cataract,Test/Normal/cat_0_4912.jpg,Test,Normal,12
Train/Cataract/cat_0_837.jpg,Train,Cataract,Test/Cataract/cat_0_2186.jpg,Test,Cataract,12
Train/Cataract/cat_0_843.jpg,Train,Cataract,Test/Normal/cat_0_1005.jpg,Test,Normal,12
Train/Cataract/cat_0_1926.jpg,Train,Cataract,Test/Normal/cat_0_1154.jpg,Test,Normal,10
Train/Cataract/cat_0_1868.jpg,Train,Cataract,Test/Cataract/cat_0_1611.jpg,Test,Cataract,12
Train/Cataract/cat_0_1868.jpg,Train,Cataract,Test/Normal/cat_0_3517.jpg,Test,Normal,12
Train/Cataract/cat_0_1788.jpg,Train,Cataract,Test/Cataract/cat_0_5208.jpg,Test,Cataract,12
Train/Cataract/cat_0_2116.jpg,Train,Cataract,Test/Cataract/cat_0_8485.jpg,Test,Cataract,12
Train/Cataract/cat_0_2030.jpg,Train,Cataract,Test/Cataract/cat_0_9736.jpg,Test,Cataract,12
Train/Cataract/cat_0_2271.jpg,Train,Cataract,Test/Cataract/cat_0_6541.jpg,Test,Cataract,12
Train/Cataract/cat_0_2194.jpg,Train,Cataract,Test/Cataract/cat_0_5996.jpg,Test,Cataract,10
Train/Cataract/cat_0_2194.jpg,Train,Cataract,Test/Normal/cat_0_7783.jpg,Test,Normal,12
Train/Cataract/cat_0_2336.jpg,Train,Cataract,Test/Normal/cat_0_1272.jpg,Test,Normal,12
Train/Cataract/cat_0_2586.jpg,Train,Cataract,Test/Cataract/cat_0_4378.jpg,Test,Cataract,12
Train/Cataract/cat_0_2839.jpg,Train,Cataract,Test/Not Eye/15ec744db6.jpg,Test,Not Eye,12
Train/Cataract/cat_0_2800.jpg,Train,Cataract,Test/Cataract/cat_0_5720.jpg,Test,Cataract,12
Train/Cataract/cat_0_2864.jpg,Train,Cataract,Test/Cataract/cat_0_9913.jpg,Test,Cataract,10
Train/Cataract/cat_0_2864.jpg,Train,Cataract,Test/Normal/cat_0_4952.jpg,Test,Normal,10
Train/Cataract/cat_0_2941.jpg,Train,Cataract,Test/Cataract/cat_0_7076.jpg,Test,Cataract,12
Train/Cataract/cat_0_2966.jpg,Train,Cataract,Test/Normal/cat_0_3878.jpg,Test,Normal,12
Train/Cataract/cat_0_3041.jpg,Train,Cataract,Test/Cataract/cat_0_8984.jpg,Test,Cataract,12
Train/Cataract/cat_0_3036.jpg,Train,Cataract,Test/Cataract/cat_0_3531.jpg,Test,Cataract,12
Train/Cataract/cat_0_2890.jpg,Train,Cataract,Test/Not Eye/7e1919ccbf.jpg,Test,Not Eye,12
Train/Normal/cat_0_6913.jpg,Train,Normal,Test/Normal/cat_0_1041.jpg,Test,Normal,10
Train/Normal/cat_0_6913.jpg,Train,Normal,Test/Normal/cat_0_8258.jpg,Test,Normal,12
Train/Normal/cat_0_6895.jpg,Train,Normal,Test/Normal/cat_0_8669.jpg,Test,Normal,12
Train/Normal/cat_0_7003.jpg,Train,Normal,Test/Normal/cat_0_3550.jpg,Test,Normal,12
Train/Normal/cat_0_7196.jpg,Train,Normal,Test/Cataract/cat_0_8747.jpg,Test,Cataract,12
Train/Normal/cat_0_7127.jpg,Train,Normal,Test/Normal/cat_0_6406.jpg,Test,Normal,12
Train/Normal/cat_0_7149.jpg,Train,Normal,Test/Normal/cat_0_4611.jpg,Test,Normal,12
Train/Normal/cat_0_7096.jpg,Train,Normal,Test/Normal/cat_0_8983.jpg,Test,Normal,12
Train/Normal/cat_0_7188.jpg,Train,Normal,Test/Normal/cat_0_1041.jpg,Test,Normal,12
Train/Normal/cat_0_7136.jpg,Train,Normal,Test/Normal/cat_0_9005.jpg,Test,Normal,12
Train/Normal/cat_0_7097.jpg,Train,Normal,Test/Cataract/cat_0_7273.jpg,Test,Cataract,12
Train/Normal/cat_0_7319.jpg,Train,Normal,Test/Normal/cat_0_7988.jpg,Test,Normal,12
Train/Normal/cat_0_7305.jpg,Train,Normal,Test/Normal/cat_0_9582.jpg,Test,Normal,12
Train/Normal/cat_0_7481.jpg,Train,Normal,Test/Normal/cat_0_1570.jpg,Test,Normal,12
Train/Normal/cat_0_7481.jpg,Train,Normal,Test/Normal/cat_0_2055.jpg,Test,Normal,12
Train/Normal/cat_0_7401.jpg,Train,Normal,Test/Cataract/cat_0_8881.jpg,Test,Cataract,12
Train/Normal/cat_0_7418.jpg,Train,Normal,Test/Normal/cat_0_6918.jpg,Test,Normal,12
Train/Normal/cat_0_7589.jpg,Train,Normal,Test/Normal/cat_0_666.jpg,Test,Normal,12
Train/Normal/cat_0_7596.jpg,Train,Normal,Test/Normal/cat_0_9879.jpg,Test,Normal,12
Train/Normal/cat_0_7757.jpg,Train,Normal,Test/Normal/cat_0_6761.jpg,Test,Normal,12
Train/Normal/cat_0_7787.jpg,Train,Normal,Test/Normal/cat_0_9811.jpg,Test,Normal,12
Train/Normal/cat_0_7691.jpg,Train,Normal,Test/Normal/cat_0_1030.jpg,Test,Normal,10
Train/Normal/cat_0_7918.jpg,Train,Normal,Test/Normal/cat_0_9918.jpg,Test,Normal,12
Train/Normal/cat_0_7835.jpg,Train,Normal,Test/Cataract/cat_0_5013.jpg,Test,Cataract,8
Train/Normal/cat_0_7870.jpg,Train,Normal,Test/Normal/cat_0_4127.jpg,Test,Normal,12
Train/Normal/cat_0_7940.jpg,Train,Normal,Test/Normal/cat_0_3833.jpg,Test,Normal,12
Train/Normal/cat_0_7858.jpg,Train,Normal,Test/Cataract/cat_0_9635.jpg,Test,Cataract,12
Train/Normal/cat_0_8055.jpg,Train,Normal,Test/Cataract/cat_0_9351.jpg,Test,Cataract,12
Train/Normal/cat_0_8060.jpg,Train,Normal,Test/Normal/cat_0_2259.jpg,Test,Normal,12
Train/Normal/cat_0_8339.jpg,Train,Normal,Test/Normal/cat_0_3150.jpg,Test,Normal,12
Train/Normal/cat_0_8221.jpg,Train,Normal,Test/Normal/cat_0_3930.jpg,Test,Normal,12
Train/Normal/cat_0_8239.jpg,Train,Normal,Test/Normal/cat_0_2227.jpg,Test,Normal,12
Train/Normal/cat_0_8291.jpg,Train,Normal,Test/Cataract/cat_0_8221.jpg,Test,Cataract,10
Train/Normal/cat_0_8201.jpg,Train,Normal,Test/Normal/cat_0_8991.jpg,Test,Normal,12
Train/Normal/cat_0_8230.jpg,Train,Normal,Test/Normal/cat_0_2430.jpg,Test,Normal,12
Train/Normal/cat_0_8411.jpg,Train,Normal,Test/Normal/cat_0_1041.jpg,Test,Normal,12
Train/Normal/cat_0_8626.jpg,Train,Normal,Test/Normal/cat_0_1145.jpg,Test,Normal,12
Train/Normal/cat_0_8768.jpg,Train,Normal,Test/Not Eye/2adf2bae9d.jpg,Test,Not Eye,12
Train/Normal/cat_0_8817.jpg,Train,Normal,Test/Normal/cat_0_6485.jpg,Test,Normal,12
Train/Normal/cat_0_8883.jpg,Train,Normal,Test/Normal/cat_0_7396.jpg,Test,Normal,10
Train/Normal/cat_0_8883.jpg,Train,Normal,Test/Normal/cat_0_9862.jpg,Test,Normal,12
Train/Normal/cat_0_8900.jpg,Train,Normal,Test/Normal/cat_0_533.jpg,Test,Normal,10
Train/Normal/cat_0_9243.jpg,Train,Normal,Test/Cataract/cat_0_1483.jpg,Test,Cataract,12
Train/Normal/cat_0_9162.jpg,Train,Normal,Test/Cataract/cat_0_9527.jpg,Test,Cataract,12
Train/Normal/cat_0_9182.jpg,Train,Normal,Test/Normal/cat_0_6139.jpg,Test,Normal,10
Train/Normal/cat_0_9242.jpg,Train,Normal,Test/Normal/cat_0_4076.jpg,Test,Normal,12
Train/Normal/cat_0_9153.jpg,Train,Normal,Test/Normal/cat_0_1670.jpg,Test,Normal,12
Train/Normal/cat_0_9403.jpg,Train,Normal,Test/Normal/cat_0_747.jpg,Test,Normal,12
Train/Normal/cat_0_9325.jpg,Train,Normal,Test/Normal/cat_0_5443.jpg,Test,Normal,12
Train/Normal/cat_0_9321.jpg,Train,Normal,Test/Normal/cat_0_3150.jpg,Test,Normal,12
Train/Normal/cat_0_9605.jpg,Train,Normal,Test/Normal/cat_0_6174.jpg,Test,Normal,12
Train/Normal/cat_0_9472.jpg,Train,Normal,Test/Normal/cat_0_1321.jpg,Test,Normal,12
Train/Normal/cat_0_9593.jpg,Train,Normal,Test/Normal/cat_0_8285.jpg,Test,Normal,12
Train/Normal/cat_0_9607.jpg,Train,Normal,Test/Normal/cat_0_5927.jpg,Test,Normal,12
Train/Normal/cat_0_9658.jpg,Train,Normal,Test/Cataract/cat_0_429.jpg,Test,Cataract,12
Train/Normal/cat_0_9739.jpg,Train,Normal,Test/Normal/cat_0_7263.jpg,Test,Normal,12
Train/Normal/cat_0_9648.jpg,Train,Normal,Test/Normal/cat_0_2061.jpg,Test,Normal,12
Train/Normal/cat_0_9789.jpg,Train,Normal,Test/Normal/cat_0_5635.jpg,Test,Normal,12
Train/Normal/cat_0_9844.jpg,Train,Normal,Test/Normal/cat_0_6773.jpg,Test,Normal,10
Train/Normal/cat_0_9914.jpg,Train,Normal,Test/Cataract/cat_0_9311.jpg,Test,Cataract,12
Train/Normal/cat_0_9914.jpg,Train,Normal,Test/Normal/cat_0_7502.jpg,Test,Normal,12
Train/Normal/cat_0_9990.jpg,Train,Normal,Test/Normal/cat_0_7502.jpg,Test,Normal,12
Train/Normal/cat_0_3980.jpg,Train,Normal,Test/Normal/cat_0_9399.jpg,Test,Normal,10
Train/Normal/cat_0_3921.jpg,Train,Normal,Test/Normal/cat_0_2611.jpg,Test,Normal,8
